Név,Google Maps Link,Szélességi fok,Hosszúsági fok,Weboldal,Telefon,Cím,E-mail,Összes E-mail
DanShiatsu - S.I - Japán gerinckezelés,https://www.google.com/maps/place/DanShiatsu+-+S.I+-+Jap%C3%A1n+gerinckezel%C3%A9s/data=!4m7!3m6!1s0x4741dd19144302b5:0x1e042aa4044a7e00!8m2!3d47.4423269!4d19.0402511!16s%2Fg%2F11rkp2m1h2!19sChIJtQJDFBndQUcRAH5KBKQqBB4?authuser=0&hl=hu&rclk=1,47.4423269,19.0402511,,06304923234,"Budapest, Kisköre u. 12, 1116",,
KR Masszázs,https://www.google.com/maps/place/KR+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741e786ccfbc1f7:0x7e1dbbf79e468753!8m2!3d47.472956!4d18.995462!16s%2Fg%2F11t7n8_p62!19sChIJ98H7zIbnQUcRU4dGnve7HX4?authuser=0&hl=hu&rclk=1,47.472956,18.995462,,06303958265,"Budapest, Tűzkő u. 10, 1118",,
"MM Szalon(Masszázs, Fodrászat, Kozmetika, Körmös)","https://www.google.com/maps/place/MM+Szalon%28Massz%C3%A1zs,+Fodr%C3%A1szat,+Kozmetika,+K%C3%B6rm%C3%B6s%29/data=!4m7!3m6!1s0x4741ddcbe1bb30bb:0xfee5129c22446512!8m2!3d47.4780886!4d19.0545666!16s%2Fg%2F11s7t0jr0l!19sChIJuzC74cvdQUcREmVEIpwS5f4?authuser=0&hl=hu&rclk=1",47.4780886,19.0545666,https://majoranildikomasszor.salonic.hu/,06309923226,"Budapest, Kruspér u. 6-8 fsz.10, 1111",ildikomajoran@gmail.com,ildikomajoran@gmail.com
"27 Sellő Gyógytorna-Fizikoterápia Magánrendelő - Gerinctorna, Manuálterápia - Budapest 11. kerület","https://www.google.com/maps/place/27+Sell%C5%91+Gy%C3%B3gytorna-Fizikoter%C3%A1pia+Mag%C3%A1nrendel%C5%91+-+Gerinctorna,+Manu%C3%A1lter%C3%A1pia+-+Budapest+11.+ker%C3%BClet/data=!4m7!3m6!1s0x4741ddb010b02493:0x9e04033d2e2d80a1!8m2!3d47.4818994!4d19.0263994!16s%2Fg%2F11fxxygpzd!19sChIJkySwELDdQUcRoYAtLj0DBJ4?authuser=0&hl=hu&rclk=1",47.4818994,19.0263994,https://www.27sello.hu/gyogytorna,06203786440,"Budapest, Budaörsi út 29. Fsz. 2, 1118",%20rendelo@27sello.hu,"%20rendelo@27sello.hu, rendelo@27sello.hu, %20iroda@27sello.hu, iroda@27sello.hu"
Slow Wolf masszázs - Masszázs és relaxáció,https://www.google.com/maps/place/Slow+Wolf+massz%C3%A1zs+-+Massz%C3%A1zs+%C3%A9s+relax%C3%A1ci%C3%B3/data=!4m7!3m6!1s0x4741dd9ad3dd4a15:0x5c533501e0766375!8m2!3d47.471362!4d19.0492578!16s%2Fg%2F11x2nzcj1f!19sChIJFUrd05rdQUcRdWN24AE1U1w?authuser=0&hl=hu&rclk=1,47.471362,19.0492578,https://swmasszazs.hu/,06302666920,"Budapest, Erőmű u. 8, 1117",,
Masszázspercek - Berényi Péter,https://www.google.com/maps/place/Massz%C3%A1zspercek+-+Ber%C3%A9nyi+P%C3%A9ter/data=!4m7!3m6!1s0x4741dd22cdab187d:0xbb9187e6121c7bd5!8m2!3d47.4730987!4d19.0506075!16s%2Fg%2F11jpnp6kw_!19sChIJfRirzSLdQUcR1XscEuaHkbs?authuser=0&hl=hu&rclk=1,47.4730987,19.0506075,https://www.masszazspercek.hu/,06703600679,"Budapest, Baranyai tér 12, 1117",peter@masszazspercek.hu,peter@masszazspercek.hu
Gyurimasszázs,https://www.google.com/maps/place/Gyurimassz%C3%A1zs/data=!4m7!3m6!1s0x4741dd0b20e294e1:0x38da5d8acd367397!8m2!3d47.4786829!4d19.046285!16s%2Fg%2F11y7wzrxq8!19sChIJ4ZTiIAvdQUcRl3M2zYpd2jg?authuser=0&hl=hu&rclk=1,47.4786829,19.046285,https://gyurimasszazs.hu/,06205690675,"Budapest, Himfy u. 7, 1114",info@gyurimasszazs.hu,info@gyurimasszazs.hu
CSONTKOVÁCS BÁZIS Hegedűs Attila csontkovács-masszőr,https://www.google.com/maps/place/CSONTKOV%C3%81CS+B%C3%81ZIS+Heged%C5%B1s+Attila+csontkov%C3%A1cs-massz%C5%91r/data=!4m7!3m6!1s0x4741ddb3cb4346db:0x21c243ed4c0d7792!8m2!3d47.4621743!4d19.0320748!16s%2Fg%2F11jt0dzzhy!19sChIJ20ZDy7PdQUcRkncNTO1DwiE?authuser=0&hl=hu&rclk=1,47.4621743,19.0320748,http://www.csontkovacsbazis.hu/,06306230711,"Budapest, Etele út 42/a, 1115",bukovitibi@gmail.com,"bukovitibi@gmail.com, masszazs.hege@gmail.com"
Sirivan​Thai massage​,https://www.google.com/maps/place/Sirivan%E2%80%8BThai+massage%E2%80%8B/data=!4m7!3m6!1s0x4741de82a61ade39:0xd7b34780f74282bc!8m2!3d47.4940726!4d19.0175472!16s%2Fg%2F11bx5pt2mw!19sChIJOd4apoLeQUcRvIJC94BHs9c?authuser=0&hl=hu&rclk=1,47.4940726,19.0175472,,06307830300,"Budapest, Böszörményi út 19a, 1126",,
Parinama Masszázs - Buda,https://www.google.com/maps/place/Parinama+Massz%C3%A1zs+-+Buda/data=!4m7!3m6!1s0x4741dfe060f35a91:0xe15bcf3d17000171!8m2!3d47.4912393!4d18.9994136!16s%2Fg%2F11vxswgk05!19sChIJkVrzYODfQUcRcQEAFz3PW-E?authuser=0&hl=hu&rclk=1,47.4912393,18.9994136,https://www.parinama.hu/,,"Budapest, Mártonfa u. 1, 1121",,
Horti Csenge Masszázs és Terápia,https://www.google.com/maps/place/Horti+Csenge+Massz%C3%A1zs+%C3%A9s+Ter%C3%A1pia/data=!4m7!3m6!1s0x4741dfa02b581c4f:0x47dc29bfe800c646!8m2!3d47.4947208!4d19.0181258!16s%2Fg%2F11q1tsz7bv!19sChIJTxxYK6DfQUcRRsYA6L8p3Ec?authuser=0&hl=hu&rclk=1,47.4947208,19.0181258,https://www.facebook.com/CsengeMasszazsesTerapia/,06304097532,"Budapest, Hollósy Simon u. 3, 1123",,
M2 MASSAGE&ASTROLOGY - Masszázs és Asztrológia Budán,https://www.google.com/maps/place/M2+MASSAGE%26ASTROLOGY+-+Massz%C3%A1zs+%C3%A9s+Asztrol%C3%B3gia+Bud%C3%A1n/data=!4m7!3m6!1s0x4741dd15f644aef5:0x13e9c4e0c8dac4d!8m2!3d47.4985412!4d19.0223305!16s%2Fg%2F11p3hxqysf!19sChIJ9a5E9hXdQUcRTayNDE6cPgE?authuser=0&hl=hu&rclk=1,47.4985412,19.0223305,http://www.astromassage.hu/,06707419393,"Budapest, Nagyenyed u. 7, 1123",m2@astromassage.hu,m2@astromassage.hu
Baraka Masszázs,https://www.google.com/maps/place/Baraka+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dfeed67d1f01:0xff12db9a8b6eceee!8m2!3d47.5054672!4d19.0235457!16s%2Fg%2F11v19r9ckm!19sChIJAR991u7fQUcR7s5ui5rbEv8?authuser=0&hl=hu&rclk=1,47.5054672,19.0235457,https://barakamasszazs.hu/,06306105177,"Budapest, Krisztina krt. 15, 1122",szeretet@barakamasszazs.hu,"szeretet@barakamasszazs.hu, info@barakamasszazs.hu"
"NIKO Luxury Buda – Prémium gyógymasszázs Hegyvidéken, a MOM Park szomszédságában","https://www.google.com/maps/place/NIKO+Luxury+Buda+%E2%80%93+Pr%C3%A9mium+gy%C3%B3gymassz%C3%A1zs+Hegyvid%C3%A9ken,+a+MOM+Park+szomsz%C3%A9ds%C3%A1g%C3%A1ban/data=!4m7!3m6!1s0x4741dcf8feb8d805:0xc366966995092e5a!8m2!3d47.4882055!4d19.0200629!16s%2Fg%2F11dfj1nn0t!19sChIJBdi4_vjcQUcRWi4JlWmWZsM?authuser=0&hl=hu&rclk=1",47.4882055,19.0200629,http://www.nikoluxury.hu/,06703020396,"Budapest, Jagelló út 22, 1124",niko@nikoluxury.hu,niko@nikoluxury.hu
Vöröskő Masszázs,https://www.google.com/maps/place/V%C3%B6r%C3%B6sk%C5%91+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741df5a3ece02b1:0x35b68001e9baabbf!8m2!3d47.4959348!4d19.0090396!16s%2Fg%2F11k9lk349r!19sChIJsQLOPlrfQUcRv6u66QGAtjU?authuser=0&hl=hu&rclk=1,47.4959348,19.0090396,https://www.facebook.com/greffmelindamasszor/,06704325003,"Budapest, Vöröskő u. 6, 1126",,
A Béke Szigete,https://www.google.com/maps/place/A+B%C3%A9ke+Szigete/data=!4m7!3m6!1s0x4741df0af645707f:0x37ec630eaa86c6da!8m2!3d47.4888386!4d19.0030545!16s%2Fg%2F11rmxxs222!19sChIJf3BF9grfQUcR2saGqg5j7Dc?authuser=0&hl=hu&rclk=1,47.4888386,19.0030545,https://shaktimasszazs.hu/,06501163990,"Budapest, Pelsőc u. 3, 1121",,
Soma Gerincmasszázs,https://www.google.com/maps/place/Soma+Gerincmassz%C3%A1zs/data=!4m7!3m6!1s0x4741df3746b6a361:0xa3a596ad2f9ba2f2!8m2!3d47.4923621!4d19.0225656!16s%2Fg%2F11fkt_3xyv!19sChIJYaO2RjffQUcR8qKbL62WpaM?authuser=0&hl=hu&rclk=1,47.4923621,19.0225656,http://www.somamasszazs.hu/,06307766034,"Budapest, Kléh István u. 14, 1126",,
Kristálymasszázs,https://www.google.com/maps/place/Krist%C3%A1lymassz%C3%A1zs/data=!4m7!3m6!1s0x4741dc27d713f96b:0xbe7b5886d4355196!8m2!3d47.4941344!4d19.0216597!16s%2Fg%2F1tdg1_cv!19sChIJa_kT1yfcQUcRllE11IZYe74?authuser=0&hl=hu&rclk=1,47.4941344,19.0216597,http://www.kristalymasszazs.hu/,06302757291,"Budapest, Hertelendy u. 8, 1126",,
"Cellulit masszázs, Nyirokmasszázs, Svédmasszázs, Babamasszázs, Kismama masszázs, Infraszauna, UH, RF, Talp- és arcmasszázsok.","https://www.google.com/maps/place/Cellulit+massz%C3%A1zs,+Nyirokmassz%C3%A1zs,+Sv%C3%A9dmassz%C3%A1zs,+Babamassz%C3%A1zs,+Kismama+massz%C3%A1zs,+Infraszauna,+UH,+RF,+Talp-+%C3%A9s+arcmassz%C3%A1zsok./data=!4m7!3m6!1s0x4741dd407381b8c3:0x77a1c4bf7b695a5d!8m2!3d47.4940551!4d19.021595!16s%2Fg%2F11kqr7qg8q!19sChIJw7iBc0DdQUcRXVppe7_EoXc?authuser=0&hl=hu&rclk=1",47.4940551,19.021595,https://www.cellulitmasszazs.net/,06704028407,"Budapest, Ugocsa u. 5, 1126",info@domainem.hu,info@domainem.hu
Melinda masszázs,https://www.google.com/maps/place/Melinda+massz%C3%A1zs/data=!4m7!3m6!1s0x4741df5dca362e9f:0xe42d0b2b2929674a!8m2!3d47.4958813!4d19.0091538!16s%2Fg%2F11sd90tdt9!19sChIJny42yl3fQUcRSmcpKSsLLeQ?authuser=0&hl=hu&rclk=1,47.4958813,19.0091538,,,"Budapest, Vöröskő u. 6a, 1126",,
GYÓGYMASSZÁZS RENDELŐ,https://www.google.com/maps/place/GY%C3%93GYMASSZ%C3%81ZS+RENDEL%C5%90/data=!4m7!3m6!1s0x4741dc27c1ca1eb3:0x2c45bbbbfbce0088!8m2!3d47.495211!4d19.0210273!16s%2Fg%2F11bxb9qwtq!19sChIJsx7KwSfcQUcRiADO-7u7RSw?authuser=0&hl=hu&rclk=1,47.495211,19.0210273,http://gyogymasszazs.sport.hu/,06703914944,"Budapest, Holdvilág u. 15, 1118",slakta.judit@gmail.com,"slakta.judit@gmail.com, csaba.gyogymasszor@gmail.com"
POPPAEA DAY SPA,https://www.google.com/maps/place/POPPAEA+DAY+SPA/data=!4m7!3m6!1s0x4741dc2ed0c49f3f:0xd703b340c031541!8m2!3d47.4895081!4d19.0217003!16s%2Fg%2F11flzfwd_q!19sChIJP5_E0C7cQUcRQRUDDDQ7cA0?authuser=0&hl=hu&rclk=1,47.4895081,19.0217003,http://poppaeadayspa.com/galeria/,06302509000,"Budapest, Alkotás u. 1123 55-61, 1124",,
Sándor Attila Mozgásspecialista,https://www.google.com/maps/place/S%C3%A1ndor+Attila+Mozg%C3%A1sspecialista/data=!4m7!3m6!1s0x4741dd7203f65c9d:0xa1b72e881e15f6e7!8m2!3d47.4934952!4d19.0234925!16s%2Fg%2F11h7g55jqn!19sChIJnVz2A3LdQUcR5_YVHogut6E?authuser=0&hl=hu&rclk=1,47.4934952,19.0234925,http://www.attilamassage.hu/,06306180392,"Budapest, Alkotás u. 39-b kpcs: 102, fszt. 1, 1123",,
Tantra nőknek-pároknak,https://www.google.com/maps/place/Tantra+n%C5%91knek-p%C3%A1roknak/data=!4m7!3m6!1s0x4741dfc29c9945d5:0x83ca13d01d5c1a84!8m2!3d47.4957501!4d19.0124748!16s%2Fg%2F11m7qwkzfg!19sChIJ1UWZnMLfQUcRhBpcHdATyoM?authuser=0&hl=hu&rclk=1,47.4957501,19.0124748,http://www.veghaniko.hu/,06703324401,"Budapest, Agárdi út 12, 1126",info@veghaniko.hu,info@veghaniko.hu
Pillár Anikó Gyógymasszőr,https://www.google.com/maps/place/Pill%C3%A1r+Anik%C3%B3+Gy%C3%B3gymassz%C5%91r/data=!4m7!3m6!1s0x4741dd3c85b871c5:0x3a989308d9f61979!8m2!3d47.5045845!4d19.0215175!16s%2Fg%2F11gmywgvgp!19sChIJxXG4hTzdQUcReRn22QiTmDo?authuser=0&hl=hu&rclk=1,47.5045845,19.0215175,http://pillaraniko.hu/,,"Budapest, Maros utca 24, 1122",info@domainem.hu,"info@domainem.hu, abuse@promptforgecloud.com"
Baritz Tamás Masszázsterapeuta és Sportrehabilitációs szakember,https://www.google.com/maps/place/Baritz+Tam%C3%A1s+Massz%C3%A1zsterapeuta+%C3%A9s+Sportrehabilit%C3%A1ci%C3%B3s+szakember/data=!4m7!3m6!1s0x4741dfc5d796d44b:0xfa9c17120c90e9f!8m2!3d47.4954423!4d19.0184833!16s%2Fg%2F11mv_4wh8v!19sChIJS9SW18XfQUcRnw7JIHHBqQ8?authuser=0&hl=hu&rclk=1,47.4954423,19.0184833,http://baritztamas.com/,06705792384,"Budapest, Maternity épülete, Királyhágó tér 8-5. emelet, 1126",masszazs@baritztamas.com,masszazs@baritztamas.com
Fodor Szépségszalon,https://www.google.com/maps/place/Fodor+Sz%C3%A9ps%C3%A9gszalon/data=!4m7!3m6!1s0x4741de88ebfd5d75:0xc8861258526c7cdb!8m2!3d47.4992946!4d19.0041786!16s%2Fg%2F1tfc5czy!19sChIJdV3964jeQUcR23xsUlgShsg?authuser=0&hl=hu&rclk=1,47.4992946,19.0041786,http://www.szepsegszalonbuda.hu/,06304173493,"Budapest, Szendrő u. 30, 1126",,
Kék Madár Masszázs,https://www.google.com/maps/place/K%C3%A9k+Mad%C3%A1r+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741df7bb813e751:0xf86d7c41efe7298b!8m2!3d47.5015852!4d19.0229818!16s%2Fg%2F11w9027_r3!19sChIJUecTuHvfQUcRiynn70F8bfg?authuser=0&hl=hu&rclk=1,47.5015852,19.0229818,,06309288549,"Budapest, Kék Golyó u. 1/a, 1122",,
Véda Masszázs-Stúdió,https://www.google.com/maps/place/V%C3%A9da+Massz%C3%A1zs-St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741dd50b9f9621f:0x962ecd6f47cfb286!8m2!3d47.4949379!4d19.0211546!16s%2Fg%2F11fpdcm4t9!19sChIJH2L5uVDdQUcRhrLPR2_NLpY?authuser=0&hl=hu&rclk=1,47.4949379,19.0211546,http://www.vedamasszazsstudio.hu/,06204490809,"Budapest, Márvány u. 29, 1126",vedamasszazsstudio@gmail.com,vedamasszazsstudio@gmail.com
Black and white massage therapist,https://www.google.com/maps/place/Black+and+white+massage+therapist/data=!4m7!3m6!1s0x4741df990eb87db3:0x39c666b6fe8b203f!8m2!3d47.4786123!4d18.9906628!16s%2Fg%2F11svvy654q!19sChIJs324DpnfQUcRPyCL_rZmxjk?authuser=0&hl=hu&rclk=1,47.4786123,18.9906628,,06301314157,"Budapest, Lidérc köz 2, 1121",,
Bowen Módszer Budapest,https://www.google.com/maps/place/Bowen+M%C3%B3dszer+Budapest/data=!4m7!3m6!1s0x4741dd72c8374a53:0xe54b278a2da87bbf!8m2!3d47.4946751!4d19.0207048!16s%2Fg%2F11g22wqtfb!19sChIJU0o3yHLdQUcRv3uoLYonS-U?authuser=0&hl=hu&rclk=1,47.4946751,19.0207048,http://bowenmodszer.hu/,06302917988,"Budapest, Márvány u. 50, 1126",szabo.andrea.csilla@gmail.com,szabo.andrea.csilla@gmail.com
Masszázs házhoz,https://www.google.com/maps/place/Massz%C3%A1zs+h%C3%A1zhoz/data=!4m7!3m6!1s0x4741de61dca85ec7:0xb23ededb7cfb218!8m2!3d47.4905687!4d18.9869261!16s%2Fg%2F11h84_35r0!19sChIJx16o3GHeQUcRGLLPt-3tIws?authuser=0&hl=hu&rclk=1,47.4905687,18.9869261,https://www.fitwell.hu/12-kerulet-maszazs-gyogymasszazs.htm,06304621077,"Budapest, Pinty u., 1121",info@divigym.com,"info@divigym.com, memberships@divigym.com"
Pandi shiatsu masszázs és jógaterápia,https://www.google.com/maps/place/Pandi+shiatsu+massz%C3%A1zs+%C3%A9s+j%C3%B3gater%C3%A1pia/data=!4m7!3m6!1s0x4741ddf8cce3c9d1:0x93c67e2a16dcdbc3!8m2!3d47.494387!4d19.0209916!16s%2Fg%2F11v9f24dm_!19sChIJ0cnjzPjdQUcRw9vcFip-xpM?authuser=0&hl=hu&rclk=1,47.494387,19.0209916,https://www.facebook.com/PandaMozgasstudio,06209716110,"Budapest, Hertelendy u. 13, 1126",,
Nőiségmentor,https://www.google.com/maps/place/N%C5%91is%C3%A9gmentor/data=!4m7!3m6!1s0x4741df14c46773f7:0x42d3959d67cd9586!8m2!3d47.5095361!4d18.9978755!16s%2Fg%2F11rmv4zd18!19sChIJ93NnxBTfQUcRhpXNZ52V00I?authuser=0&hl=hu&rclk=1,47.5095361,18.9978755,https://noisegmentor.webnode.hu/,06305215269,"Budapest, Alsó Svábhegyi út, 1125",info@domainem.hu,info@domainem.hu
Im Thai Massage,https://www.google.com/maps/place/Im+Thai+Massage/data=!4m7!3m6!1s0x4741dda0f2184963:0xcb870774dca4f4f7!8m2!3d47.4989806!4d19.0745951!16s%2Fg%2F11g0mfd2v0!19sChIJY0kY8qDdQUcR9_Sk3HQHh8s?authuser=0&hl=hu&rclk=1,47.4989806,19.0745951,http://imthaimassage.com/,06307823923,"Budapest, Szövetség u. 5-7, 1074",,
Glamorous Day Spa,https://www.google.com/maps/place/Glamorous+Day+Spa/data=!4m7!3m6!1s0x4741dd78bbfdb1bd:0x86fa1e43b6834ef2!8m2!3d47.4909809!4d19.0267846!16s%2Fg%2F11gj76vwwh!19sChIJvbH9u3jdQUcR8k6DtkMe-oY?authuser=0&hl=hu&rclk=1,47.4909809,19.0267846,,,"Budapest, Győri út 18, 1123",,
Masszázsok – Gyógymasszázs,https://www.google.com/maps/place/Massz%C3%A1zsok+%E2%80%93+Gy%C3%B3gymassz%C3%A1zs/data=!4m7!3m6!1s0x4741dc27c04bfa69:0xfc518390551c4815!8m2!3d47.4952385!4d19.0210785!16s%2Fg%2F11fp8ykdzj!19sChIJafpLwCfcQUcRFUgcVZCDUfw?authuser=0&hl=hu&rclk=1,47.4952385,19.0210785,https://gyogymasszazs.sport.hu/2018/12/10/2872/,06703914943,"Budapest, Királyhágó u. 12, 1126",slakta.judit@gmail.com,"slakta.judit@gmail.com, csaba.gyogymasszor@gmail.com"
Bio Masszázs Stúdió,https://www.google.com/maps/place/Bio+Massz%C3%A1zs+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741de9c9061c6d3:0x2ca65f7fbd7e1bb1!8m2!3d47.5036355!4d19.0210262!16s%2Fg%2F11bw1zpkzd!19sChIJ08ZhkJzeQUcRsRt-vX9fpiw?authuser=0&hl=hu&rclk=1,47.5036355,19.0210262,,06307866585,"Budapest, Városmajor u. 19/B, 1122",,
GOLDS THAI MASSAGE,https://www.google.com/maps/place/GOLDS+THAI+MASSAGE/data=!4m7!3m6!1s0x4741dfbbbd3b89bf:0xcfd977adc320012f!8m2!3d47.5061701!4d19.0258963!16s%2Fg%2F11vjdrskcg!19sChIJv4k7vbvfQUcRLwEgw6132c8?authuser=0&hl=hu&rclk=1,47.5061701,19.0258963,http://www.goldsthaimassage.hu/,06702176458,"Budapest, Batthyány u. 67, 1015",,
Gyógymasszázs12,https://www.google.com/maps/place/Gy%C3%B3gymassz%C3%A1zs12/data=!4m7!3m6!1s0x4741ddc1c7b9e67b:0xfc594810573877e8!8m2!3d47.4919625!4d19.0228457!16s%2Fg%2F11vf244mxx!19sChIJe-a5x8HdQUcR6Hc4VxBIWfw?authuser=0&hl=hu&rclk=1,47.4919625,19.0228457,https://www.chezcatherine.eu/gyogymasszazs.html,06709455763,"Budapest, Tartsay Vilmos u. 8, 1126",salon@chezcatherine.eu,salon@chezcatherine.eu
Budai Masszázs és Oktatási Stúdió,https://www.google.com/maps/place/Budai+Massz%C3%A1zs+%C3%A9s+Oktat%C3%A1si+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741df2154c6ec67:0x543fc7e9fa27e02!8m2!3d47.5003941!4d19.0227455!16s%2Fg%2F11fpqtc3td!19sChIJZ-zGVCHfQUcRAn6in378QwU?authuser=0&hl=hu&rclk=1,47.5003941,19.0227455,,06308529694,"Budapest, Kék Golyó u. 14-2/2, 1122",,
Csontkovácskezelés.hu,https://www.google.com/maps/place/Csontkov%C3%A1cskezel%C3%A9s.hu/data=!4m7!3m6!1s0x4741dc2f019dadf1:0x996d4e70f520ca07!8m2!3d47.4907481!4d19.0266606!16s%2Fg%2F11c2nhjp1m!19sChIJ8a2dAS_cQUcRB8og9XBObZk?authuser=0&hl=hu&rclk=1,47.4907481,19.0266606,http://www.csontkovacskezeles.hu/,0617333999,"Budapest, Táltos u. 15/b-fszt. (sarkon, 1123",szakmaikerdesek@csontkovacskezeles.hu,"szakmaikerdesek@csontkovacskezeles.hu, info@csontkovacskezeles.hu"
Nong Khai Thai Masszázs,https://www.google.com/maps/place/Nong+Khai+Thai+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741db22812eab53:0xf3336496ba0533fd!8m2!3d47.5148989!4d19.105103!16s%2Fg%2F11w7nvrx5l!19sChIJU6sugSLbQUcR_TMFupZkM_M?authuser=0&hl=hu&rclk=1,47.5148989,19.105103,https://nongkhai.hu/,06306400624,"Budapest, Thököly út 135, 1146",info@nongkhai.hu,info@nongkhai.hu
Ananda Thai Masszázs Szalon,https://www.google.com/maps/place/Ananda+Thai+Massz%C3%A1zs+Szalon/data=!4m7!3m6!1s0x4741dcaa0f4b03ab:0xacc2430c0362a19f!8m2!3d47.5042245!4d19.1376322!16s%2Fg%2F11hbh7jk0v!19sChIJqwNLD6rcQUcRn6FiAwxDwqw?authuser=0&hl=hu&rclk=1,47.5042245,19.1376322,http://www.anandathaimasszazs.hu/,06706767570,"Budapest, Örs vezér tere 24, 1148",,
Zugló Szíve Masszázs,https://www.google.com/maps/place/Zugl%C3%B3+Sz%C3%ADve+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741dbd5cc467f61:0xeea1960a0a781a2e!8m2!3d47.5072639!4d19.1287734!16s%2Fg%2F11lkhq40dh!19sChIJYX9GzNXbQUcRLhp4CgqWoe4?authuser=0&hl=hu&rclk=1,47.5072639,19.1287734,https://www.zugloszivemasszazs.hu/,,"Budapest, Kaffka Margit u. 44, 1148",info@zugloszivemasszazs.hu,info@zugloszivemasszazs.hu
Massage Budapest,https://www.google.com/maps/place/Massage+Budapest/data=!4m7!3m6!1s0x4741db595d31d9c9:0xeb4eb6f1d6955023!8m2!3d47.5103158!4d19.1277595!16s%2Fg%2F1tx45tkv!19sChIJydkxXVnbQUcRI1CV1vG2Tus?authuser=0&hl=hu&rclk=1,47.5103158,19.1277595,,06308628155,"Budapest, Nagy Lajos király útja 55, 1148",,
RejuvaThaiMassage,https://www.google.com/maps/place/RejuvaThaiMassage/data=!4m7!3m6!1s0x4741c5e79be1db87:0xd3313c5898028055!8m2!3d47.5060553!4d19.1360176!16s%2Fg%2F11t26kj6x1!19sChIJh9vhm-fFQUcRVYACmFg8MdM?authuser=0&hl=hu&rclk=1,47.5060553,19.1360176,http://www.rejuvathaimassage.hu/,06301626376,"Budapest, Örs vezér tere 12, 1148",recepcio@rejuvathaimassage.hu,recepcio@rejuvathaimassage.hu
Ananda Thai Masszázs Szalon & Spa,https://www.google.com/maps/place/Ananda+Thai+Massz%C3%A1zs+Szalon+%26+Spa/data=!4m7!3m6!1s0x4741db4fb73cf765:0xef02656cd1b450f6!8m2!3d47.5196482!4d19.1621466!16s%2Fg%2F11bx0jykbw!19sChIJZfc8t0_bQUcR9lC00WxlAu8?authuser=0&hl=hu&rclk=1,47.5196482,19.1621466,http://www.anandathaimasszazs.hu/,06706375300,"Budapest, Rákóczi út 45, 1161",,
Marrakesh Masszázs,https://www.google.com/maps/place/Marrakesh+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741db0f93b5da8b:0x7c1180520ae5c7a7!8m2!3d47.5185626!4d19.1132498!16s%2Fg%2F11rxrm_1w0!19sChIJi9q1kw_bQUcRp8flClKAEXw?authuser=0&hl=hu&rclk=1,47.5185626,19.1132498,http://www.marrakesh-masszazs.hu/,06707766666,"Budapest, Bosnyák tér 3, 1149",marrakeshmasszazs@gmail.com,marrakeshmasszazs@gmail.com
Kellegyjómasszázs Zugló,https://www.google.com/maps/place/Kellegyj%C3%B3massz%C3%A1zs+Zugl%C3%B3/data=!4m7!3m6!1s0x4741dc41dd763b9f:0x13def9c1b8c7cfe8!8m2!3d47.5177576!4d19.1227371!16s%2Fg%2F11gh2vg_hw!19sChIJnzt23UHcQUcR6M_HuMH53hM?authuser=0&hl=hu&rclk=1,47.5177576,19.1227371,http://kellegyjomasszazs.hu/,06309306787,"Budapest, Turán tér 9, 1149",info@kellegyjomasszazs.hu,info@kellegyjomasszazs.hu
Gyógyító Masszázs,https://www.google.com/maps/place/Gy%C3%B3gy%C3%ADt%C3%B3+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741db1a9561f68b:0xc247f4cb380074a7!8m2!3d47.5319739!4d19.1227027!16s%2Fg%2F11r_tv47mh!19sChIJi_ZhlRrbQUcRp3QAOMv0R8I?authuser=0&hl=hu&rclk=1,47.5319739,19.1227027,https://gyogyitomasszazs.hu/,06208493833,"Budapest, Szuglói körvasút sor 159, 1147",info@gyogyitomasszazs.hu,info@gyogyitomasszazs.hu
Lambert Fanni Masszázs,https://www.google.com/maps/place/Lambert+Fanni+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741db6be1c66bf5:0x4b7950fa125b191d!8m2!3d47.515195!4d19.1133219!16s%2Fg%2F11vrkqj62w!19sChIJ9WvG4WvbQUcRHRlbEvpQeUs?authuser=0&hl=hu&rclk=1,47.515195,19.1133219,,,"Budapest, Szugló u. 61-63, 1145",,
"Nikolaj masszőr, masszázs zuglo","https://www.google.com/maps/place/Nikolaj+massz%C5%91r,+massz%C3%A1zs+zuglo/data=!4m7!3m6!1s0x4741db3169e842b9:0x97c8991e059f1356!8m2!3d47.5257325!4d19.1052514!16s%2Fg%2F11r_qnflhc!19sChIJuULoaTHbQUcRVhOfBR6ZyJc?authuser=0&hl=hu&rclk=1",47.5257325,19.1052514,https://en-gb.facebook.com/Nikolaj-massz%C3%A1zs-terapia-108204034749752/,06705062798,"Budapest, Fűrész u. 106, 1147",,
